id;tsunami;year;month;day;latitude;longitude;focaldepth;magnitude;deaths;country;country_zone
1196;Yes;1861;10;20;38.5;142;;6.5;;JAPAN: HONSHU: MIYAGI PREFECTURE;North
1197;Yes;1861;12;26;38.2;22.2;;7.4;;GREECE: ACHAIE,VALYMITIKA,TRIPOLIS;South
1198;Yes;1862;1;12;52.3;106.7;;7.5;17;RUSSIA: LAKE BAYKAL;East
1199;;1862;3;4;14.5;121;40;7.5;;PHILIPPINES: S LUZON ISLAND, MINDORO ISLAND;West
1200;Yes;1862;3;14;38.3;20.5;;6.5;;GREECE: ARGOSTOLI (KEPHALLENIA);North
1201;;1862;5;4;40.3;19.3;;;;ALBANIA: VLORE, KANINA, NARTA;West
1202;;1862;5;27;32.7;-117.2;;;;CALIFORNIA: SAN DIEGO;South
1203;Yes;1862;6;6;23.4;120;;5.9;;TAIWAN: TAINAN;South
1204;;1862;7;10;7;0.4;;6.5;2000;GHANA: ACCRA,CHRISTIANSBORG,ASHANTI,AKWAPIM;West
1205;Yes;1862;8;13;35;59;;6.5;3;IRAN: KUHRUD;North
1206;;1862;10;16;38.8;30.5;;;;TURKEY;East
1207;;1862;12;20;12.7;-87;;6.1;800;NICARAGUA: CHINANDEGA;North
1208;;1862;12;23;35.5;111.5;;;;CHINA: SHANXI PROVINCE;South
1209;;1863;1;2;38.1;48.2;;5.5;;IRAN: BULGAVAR (SE ARDABIL);West
1210;;1863;3;16;-6.1;106.7;;;;INDONESIA: JAVA;West
1211;Yes;1863;4;22;36.5;28;;;;GREECE: RHODES, KOS;South
1212;;1863;4;;26;100.1;;6.7;;CHINA: YUNNAN PROVINCE;South
1213;;1863;6;3;14.5;121;;5.5;;PHILIPPINES: MANILA, RIZAL, BULACAN;North
1214;Yes;1863;6;9;44;6.2;;6.5;400;FRANCE: BEYNES,MEZEL;East
1215;;1863;6;9;14.5;121;;;;PHILIPPINES: MANILA;East
1216;;1863;7;31;-7.5;109.3;;;;INDONESIA: JAVA: BANYUMAS;West
1217;;1863;8;16;38.25;26.25;;;;GREECE: KHADRA,KHIOS;West
1218;;1863;8;17;-19;168.5;;;;VANUATU ISLANDS;West
1219;Yes;1863;9;20;44.6;141.5;;7.5;;NW. HOKKAIDO ISLAND, JAPAN;West
1220;Yes;1863;9;25;43.8;87.6;;6.4;;CHINA: XINJIANG;North
1221;;1863;11;6;40.5;29.1;;5.5;9;TURKEY: GALLIPOLI, GEMLIK;South
1222;;1863;12;;38;47.6;;6.7;2;IRAN: NIR,ARDABIL;West
1223;;1863;;;38.53;30.55;;;500;TURKEY: SUHUT;West
1224;;1864;1;3;;;;;800;IRAN: ARDABIL;West
1225;;1864;1;17;30.6;57;;;500;IRAN: KIRMAN, CHATRUD;South
1226;;1864;5;19;18.2;-72.53;;;;HAITI: JACMEL;East
1227;Yes;1864;5;23;-1;135;;;;INDONESIA: IRIAN JAYA: MANOKWARI;West
1228;Yes;1864;6;27;46.5;-53.7;;7.8;;OFF COAST SW AVALON PENINSULA, NEWFOUNDLAND;North
1229;Yes;1864;10;3;18.6;-97.5;;;;MEXICO: PUEBLA,VERACRUZ,ACULTZINGO,ACATZINGO;South
1230;;1864;12;2;33.38;45.98;;;20;IRAQ: ZURBATIYAH, BADRAH, TURSAQ, BAGHDAD;West
1231;;1865;1;8;-12;-77.1;;6.4;100;PERU;East
1232;Yes;1865;2;8;33.2;44.26;;;;IRAQ: TURAQ, JASSAN, KUT-AL-AMARAH, BAGHDAD;East
1233;;1865;3;1;;;;;;JAPAN: RYUKYU ISLANDS;West
1234;Yes;1865;3;1;;;;;;PERU: CALLAO;North
1235;Yes;1865;3;7;38.5;-122.5;;;;CALIFORNIA: SONOMA COUNTY: E CENTRAL;East
1236;;1865;6;;29.6;53.1;;;;IRAN: SHIRAZ, DARVESH-ASUH;North
1237;;1865;7;16;-7.2;110.3;;0.6;;INDONESIA: JAVA: AMBARAWA;North
1238;;1865;7;19;37.7;15.1;;;;ITALY: ETNA;North
1239;;1865;7;23;39.4;26.2;;;60;GREECE: MOLYVOS (LESBOS);West
1240;;1865;10;1;41;-124.5;;;;CALIFORNIA: FORT HUMBOLDT, EUREKA;West
1241;;1865;10;8;37.2;-121.9;;;;CALIFORNIA: SANTA CRUZ;South
1242;Yes;1865;10;19;13.25;123.5;;6.3;;PHILIPPINES: SE LUZON: TIWI,LUBAN,RINCONADA;North
1243;Yes;1865;11;18;-19.5;-173.5;;0.6;;TONGA ISLANDS;North
1244;Yes;1866;1;2;40.4;19.5;;0.8;;ALBANIA: NARTA, VLORE, KANINA;North
1245;Yes;1866;1;2;19;-98;;;60;MEXICO: PUEBLA, VERACRUZ;West
1246;;1866;1;19;;;;;;GREECE: AEGEAN SEA;West
1247;Yes;1866;1;31;36.4;25.3;;;;GREECE: THERA ISLAND (SANTORINI);West
1248;Yes;1866;2;6;36;23;;6.1;;GREECE: IONIAN SEA, AMALIAS, GARGALIANOI, KALAMAI;East
1249;Yes;1866;3;2;40.3;19.3;;0.6;;ALBANIA: SMOKTHINE, VELCA, VLORE;South
1250;Yes;1866;5;23;27.7;85.3;;;20;NEPAL: KATHMANDU;South
1251;;1866;9;5;58;-152;;;;ALASKA: KODIAK ISLAND, AK;South
1252;Yes;1866;12;4;40.1;20.1;;;;ALBANIA;South
1253;;1866;12;28;18.2;120.6;;6.7;;PHILIPPINES: N LUZON: LAOAG;South
1254;;1867;1;2;36.4;2.7;;;;ALGERIA: EL AFFROUN;West
1255;;1867;1;27;39.8;20.8;;;70;GREECE: JANNINA (EPIRUS);West
1256;;1867;2;4;38.4;20.2;;;;GREECE: CEPHALONIA;East
1257;;1867;3;7;39.2;26.4;100;7.9;200;GREECE: MITILINI;West
1258;Yes;1867;3;17;;;;0.7;500;VIRGIN ISLANDS;South
1259;;1867;4;14;33.5;44.9;;;;IRAQ: MANDALI,JALULA,BAGHDAD;North
1260;;1867;6;10;-7.8;110.4;;;;INDONESIA: JAVA: JOGYAKARTA, SURAKARTA;West
1261;Yes;1867;9;20;36.4;22.2;;;5;GREECE: PENINSULA OF MAINA (LACONIA);North
1262;Yes;1867;9;;10.9;-64.1;;7.1;;VENEZUELA: ISLA DE MARGARITA;West
1263;Yes;1867;11;18;18.1;-65.1;;;;VIRGIN ISLANDS;North
1264;Yes;1867;12;1;;;33;7.5;;VIRGIN ISLANDS;West
1265;;1867;12;18;25.34;121.91;;;;TAIWAN: CHILUNG (KEELUNG);East
1266;Yes;1868;1;20;36.3;56.3;;0.7;;IRAN: ALHAK;North
1267;;1868;3;17;18.1;-65.1;;;;VIRGIN ISLANDS;North
1268;Yes;1868;4;3;19;-155.5;;;;HAWAII: SE OF;East
1269;Yes;1868;4;3;;;;7.9;31;UZBEKISTAN: TASHKENT;South
1270;;1868;4;7;21;-101;18;6.5;;MEXICO: GUANAJUATO;East
1271;;1868;4;23;40;41.7;;;;TURKEY: ERZURUM;North
1272;;1868;5;15;55;-161;;6.7;;ALASKA PENINSULA;West
1273;Yes;1868;5;22;21.2;-100.5;;;;MEXICO: SAN JOSE DE ITURBIDE,PUEBLA,VERACRUZ;West
1274;;1868;5;25;16.8;-99.2;;;;MEXICO: ACAPULCO;North
1275;Yes;1868;6;30;24.5;91.5;;;;BANGLADESH: SYLHET;East
1276;;1868;8;12;16.8;-99.9;;7.5;;MEXICO: ACAPULCO;East
1277;Yes;1868;8;13;-18.6;-71;;;;CHILE: ARICA;West
1278;Yes;1868;8;13;10.7;-63.1;25;8.5;25000;VENEZUELA: RIO CARIBE;North
1279;Yes;1868;8;14;-18.6;-71;;;;CHILE: ARICA;East
1280;Yes;1868;8;15;0.81;-77.72;;8.5;;ECUADOR: EL ANGEL, CONCEPCION;West
1281;;1868;8;16;;;;0.8;;ECUADOR: GUAYAQUIL,IBARRA;East
1282;;1868;9;5;37.6;15.133;20;7.7;70000;ITALY;West
1283;Yes;1868;9;14;-36.7;-73.2;;;;CHILE: CENTRAL;East
1284;Yes;1868;10;2;-17;-72.5;;;;PERU: LIMA, AREQUIPA, ARICA;North
1285;Yes;1868;10;16;-33.1;-71.7;;;;CHILE: CENTRAL;East
1286;Yes;1868;10;18;-40.2;173;;;;;West
1287;Yes;1868;10;18;41.2;43.8;12;7.6;;GEORGIA: SPASK;East
1288;;1868;10;21;37.7;-122.1;15;4.5;;CALIFORNIA: HAYWARD,SAN FRANCISCO;West
1289;Yes;1868;10;30;32.4;117.8;;6.8;30;CHINA: ANHUI PROVINCE;South
1290;;1868;12;31;7;-73;;5.5;;COLOMBIA: ROBADOR,SIMACOTA,BARICHARA DE CABRERA;East
1291;;1869;1;10;24.5;92.5;;;;INDIA: ASSAM: CACHAR,SILCHAR;South
1292;;1869;1;27;-36.6;-73;;;2;CHILE: SANTIAGO, VALPARAISO;North
1293;Yes;1869;2;6;-39.9;-73.4;;;;CHILE: VALDIVIA, CORRAl;South
1294;Yes;1869;2;10;37.783;-122.417;;;;CALIFORNIA: SAN FRANCISCO;West
1295;Yes;1869;2;13;37.783;-122.417;;;;CALIFORNIA: SAN FRANCISCO;West
1296;Yes;1869;2;17;7.5;-72.1;;;;VENEZUELA: SAN CRISTOBAL,TACHIRA (LOBATERA);North
1297;;1869;3;6;;;;;;COLOMBIA: BOGOTA;West
1298;;1869;4;22;-12.1;-77.1;;;;PERU: LIMA;West
1299;Yes;1869;6;25;-19.6;-70.2;;;;CHILE: IQUIQUE, PISAGUA;West
1300;Yes;1869;7;7;27.7;85.3;;;;NEPAL: KATHMANDU;West
1301;;1869;8;9;-30;-71.4;;6.5;;CHILE: COQUIMBO;South
1302;Yes;1869;8;14;40.3;19.3;;;;ALBANIA: VLORE, KANINA, NARTA, HIMARA;North
1303;;1869;8;16;12.5;123.5;;;;PHILIPPINES: MASBATE ISLAND;East
1304;Yes;1869;8;19;-16.4;-73.9;;0.7;;PERU: AREQUIPA;North
1305;Yes;1869;8;21;-21;-70;;;;CHILE: IQUIQUE;South
1306;Yes;1869;8;24;;;;6.8;;CHILE: IQUIQUE, PICA;North
1307;Yes;1869;10;1;;;30;7.5;;PHILIPPINES: S LUZON: MANILA;South
1308;;1869;10;11;44.75;35;;;;UKRAINE: CRIMEA: SUDAK, FEODOSIA;South
1309;Yes;1869;11;16;34.9;5.9;18;5.6;;ALGERIA: BISKRA;West
1310;;1869;12;1;37;28;;;40;TURKEY: GULF OF KERAMOS, MENTESE;West
1311;;1869;12;28;38.8;20.8;;7.5;3;GREECE: LEUKAS (IONIAN ISLANDS);North
1312;Yes;1870;4;11;30;99;;;15;CHINA: SICHUAN PROVINCE: BATANG;West
1313;;1870;4;22;-22.5;-68.9;;7.3;2300;CHILE;North
1314;;1870;5;11;15.4;-96.3;;;;MEXICO: OAXACA,ZANAGUIA,SAN FRANCISCO OZOLOTEPEC;West
1315;Yes;1870;6;9;;;;7.9;24;GUADELOUPE;North
1316;Yes;1870;6;12;14.083;-90.383;;;;GUATEMALA: CHIQUIMULILLA;South
1317;;1870;6;18;12.4;-86.6;;;;NICARAGUA: LEON;East
1318;;1870;6;26;9.5;-69.5;;;;VENEZUELA: EL TOCUYO;West
1319;;1870;8;1;38.5;22.5;;;3;GREECE: ITEA DELPHI (PHOKIS);West
1320;Yes;1870;8;6;;;;0.7;100;GREECE: CRETE;East
1321;Yes;1870;9;30;38.5;22.5;;;;GREECE;East
1322;;1870;10;4;39.2;16.3;;7.5;100;ITALY: COSENZA;West
1323;;1870;10;20;47.4;-70.5;;;136;CANADA: QUEBEC: QUEBEC CITY, CHARLEVOIX;East
1324;Yes;1870;10;28;39.28;16.28;;;2;ITALY: TYRRHENIAN SEA;East
1325;Yes;1870;11;2;;;;;;ITALY: CALABRIA;West
1326;Yes;1870;11;4;7;125.4;;;;PHILIPPINES: MINDANAO: DAVAO,BLANCO;South
1327;;1871;1;17;;;;;4;ITALY: LIGURIAN COAST;West
1328;Yes;1871;2;5;-13.65;-76.4;;;;PERU: CHINCHA ISLANDS;North
1329;Yes;1871;2;7;18.2;-94.5;;;;MEXICO: MINATITLAN;North
1330;Yes;1871;2;20;20.7;-157;;;;HAWAIIAN ISLANDS;South
1331;Yes;1871;2;20;9.203;124.673;;0.7;;PHILIPPINES: CAMIGUIN ISLAND: MAMBAJAO,CATARMAN;West
1332;Yes;1871;3;2;40.4;-124.2;;;;CALIFORNIA: HUMBOLDT COUNTY;West
1333;;1871;3;25;-35;-72.5;;5.9;;CHILE: CENTRAL;North
1334;Yes;1871;6;18;40.5;-73.9;;7.5;;NEW YORK: LONG ISLAND;North
1335;Yes;1871;8;20;-33.1;-71.7;;;;CHILE: VALPARAISO;North
1336;Yes;1871;8;21;-13;-77;;;;PERU: CALLAO;South
1337;Yes;1871;8;21;18.35;-64.9;;;;VIRGIN ISLANDS: ST. THOMAS;West
1338;;1871;8;25;0.5;123;;;;INDONESIA: GORONTALO;North
1339;Yes;1871;9;;18.4;-64.6;;;;BRITISH VIRGIN ISLANDS: TORTOLA ISLAND;West
1340;;1871;10;5;-20.2;-70.2;;;;CHILE;North
1341;Yes;1871;12;8;7.4;124.2;;7.3;;PHILIPPINES: W MINDANAO: COTABATO,POLLOC HARBOR;North
1342;;1871;12;23;37.3;58.3;;;;IRAN: QUCHAN;West
1343;;1871;12;28;-41.5;-73;15;5.6;2000;CHILE: PUERTO MONTT;West
1344;Yes;1872;1;6;37.3;58.3;;;;IRAN: QUCHAN;South
1345;;1872;1;10;-16.4;-71.5;15;6.3;4000;PERU: AREQUIPA;East
1346;Yes;1872;1;26;16;119;;6.5;;PHILIPPINES: AGNO;North
1347;Yes;1872;1;28;40.6;48.7;;0.6;;AZERBAIJAN: SHEMAKHA (SEMACHA);West
1348;;1872;2;11;39.8;20.3;7;5.7;;GREECE: SAGIADHA-KONISPOLIS (THESPROTIA);North
1349;;1872;3;14;34.9;132;;;;JAPAN: HONSHU: SW;North
1350;Yes;1872;3;26;36.7;-118.1;;7.4;804;CALIFORNIA: OWENS VALLEY;West
1351;Yes;1872;3;27;17;-96.3;;7.8;27;MEXICO: OAXACA,MEXICO CITY;South
1352;;1872;4;3;36.2;36.2;;;;TURKEY: ANTAKYA (ANTIOCH), SUEDIJE;South
1353;;1872;4;14;5.5;-0.4;;7.3;1800;GHANA: ACCRA;West
1354;;1872;6;;34.5;48;;4.9;;IRAN: HAMADAN;North
1355;;1872;8;23;52.2;-168.5;;;;ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS;South
1356;Yes;1872;9;16;34.8;47.6;;;;IRAN: SONGHOR(SONQOR);North
1357;;1872;11;18;43.2;-71.53;;;;NEW HAMPSHIRE: CONCORD;North
1358;;1872;12;26;48.4;23.3;;;;UKRAINE: CARPATHIANS: DOLGE, MARAMOROSH PROVINCE;North
1359;;1872;12;29;;;5;4.3;;PHILIPPINES: S LUZON: RIZAL, CAVITE;West
1360;;1872;;;27.07;142.21;;;;JAPAN: BONIN ISLANDS [CHICHIJIMA ISLAND];South
1361;Yes;1873;1;31;37.8;27;;;;GREECE: VATHY-CHORA (SAMOS);South
1362;;1873;3;4;13.64;-89.13;;;;EL SALVADOR: SANTA TOMAS, SAN VICENTE;North
1363;;1873;4;11;13.6;-89;;;800;EL SALVADOR: SALVADOR,SAN VICENTE;West
1364;;1873;6;29;46.2;12.4;;;300;ITALY: BELLUNESE;South
1365;;1873;7;7;-32.3;-71.16;;;55;CHILE: LIGUA, QUILLOLTA;East
1366;Yes;1873;7;12;41.7;13.7;;;;ITALY: SORA, DONATO;South
1367;;1873;7;19;44.5;4.7;;;;FRANCE: CHATEAUNEUF-DU-RHONE,DONZERE,VIVIERS;South
1368;;1873;10;13;8.96;-79.53;;;;PANAMA: PANAMA CITY;North
1369;Yes;1873;10;25;38;23.3;0;;;GREECE: VASILIKI (LEUKAS);East
1370;Yes;1873;11;19;-23.6;-70.4;;;;CHILE: ANTOFAGASTA;West
1371;Yes;1873;11;23;42;-124;;;;CALIFORNIA: NORTHERN;West
1372;Yes;1873;;;-5.5;146;;6.7;;PAPUA NEW GUINEA: MACLAY COAST;West
1373;Yes;1874;2;6;10.4;-66.6;;0.8;;VENEZUELA: LA GUAIRA (LA GUAAYRA);West
1374;;1874;3;11;18.1;-65.1;;;;VIRGIN ISLANDS;North
1375;Yes;1874;3;16;28.2;-100.2;;;;MEXICO: MORELOS,GUERRERO;North
1376;;1874;5;4;38.8;38.8;;;;TURKEY: KEBAN,MADEN;West
1377;;1874;5;;22;89;;6.1;;BANGLADESH: BHOLA;South
1378;Yes;1874;8;3;17;120.6;;;;PHILIPPINES: LEPANTO-BONTOC;South
1379;;1874;8;18;10.5;-63.1;;;;VENEZUELA: PILAR;South
1380;;1874;8;24;6.8;122;16;5.9;;PHILIPPINES: MINDANAO,ZAMBOANGA,ISABELA (BASILAN);North
1381;;1874;9;3;14.5;-90.7;;;;GUATEMALA: ANTIGUA,CHIMALTENANGO,AMATITLAN;North
1382;;1874;10;18;35;69;;;300;AFGHANISTAN;East
1383;;1875;2;11;20.7;-103.4;;;;MEXICO: SAN CRISTOBAL DE LA BARRANCA;West
1384;;1875;2;24;20;-105;;7.5;25;S. MEXICO;North
1385;Yes;1875;3;28;-20;168.5;;;;NEW CALEDONIA: LOYALTY ISLANDS: LIFOU ISLAND;South
1386;Yes;1875;4;24;37.3;21.8;;0.8;;GREECE: KYPARISSIA (MESSINIA);South
1387;;1875;5;3;38.1;30.2;;;;TURKEY: CAPALI, DINAR, CIVRIL, YAKA;South
1388;;1875;5;10;-18.5;168;;7.3;1300;VANUATU ISLANDS;West
1389;Yes;1875;5;11;38.7;29.4;;0.7;;TURKEY;North
1390;;1875;5;18;7.9;-72.5;;6.1;;COLOMBIA: CUCUTA,SAN CAYETANO,VILLA DEL ROSARIO;North
1391;;1875;5;19;13.6;123.2;20;7.5;1001;PHILIPPINES: SE LUZON: NUEVA,CACERES;South
1392;;1875;7;7;37.75;27;;;;GREECE: SAMOS ISLAND;South
1393;;1875;7;25;44.5;33.4;;;;UKRAINE: CRIMEA: SEVASTOPOL;East
1394;;1875;10;15;16.3;120.3;9;5.2;;PHILIPPINES: BENGUET: LA TRINIDAD;West
1395;;1875;10;25;-6.9;108.3;;;;INDONESIA: W JAVA: KUNINGAN;West
1396;;1875;10;;40.2;26.4;;;7;TURKEY;North
1397;;1875;11;2;16;38.5;;;;ETHIOPIA: ERITREA, TIGRAY;East
1398;;1875;12;;18.3;-66.4;;6.2;;PUERTO RICO: ARECIBO;West
1399;;1875;;;-6;147;;;;PAPUA NEW GUINEA: MACLAY COAST;West
1400;Yes;1876;5;13;38.8;30.5;;0.7;;TURKEY;South
1401;;1876;5;28;-3;127.25;;;;INDONESIA: BURU ISLAND, CERAM SEA;South
1402;Yes;1876;8;5;25.4;99.4;50;6.8;;CHINA: YUNNAN PROVINCE;South
1403;;1876;10;26;;;;0.6;;JAPAN: RYUKYU ISLANDS;West
1404;Yes;1877;2;24;;;;;;HAWAII;East
1405;Yes;1877;5;10;-21.5;-70.5;;;;CHILE: OFF NORTH COAST;East
1406;Yes;1877;5;14;-12.07;-77.15;40;8.3;103;PERU: CALLAO;North
1407;Yes;1877;5;15;-21.2;-70.1;;;;CHILE: NORTHERN: HUANILLOS;South
1408;Yes;1877;6;15;-19.6;-70.2;;;;CHILE: NORTHERN;South
1409;Yes;1877;8;23;-20.2;-70.1;;;;CHILE: IQUIQUE;South
1410;Yes;1877;10;9;-24;-71;;;;CHILE;West
1411;Yes;1877;10;11;3.88;-77.08;;;;COLOMBIA: BUENAVENTURA;East
1412;Yes;1878;1;10;-19;168.5;;;;VANUATU: TANNA ISLAND;South
1413;Yes;1878;1;20;;;;7.5;;ALASKA: ALEUTIAN ISLANDS;North
1414;Yes;1878;1;23;-19.92;-70.335;;;;CHILE: TARAPACA;South
1415;Yes;1878;2;4;-4.25;152.25;40;7.9;;PAPUA NEW GUINEA: BISMARCK SEA;West
1416;Yes;1878;2;4;-12;-77;;;;PERU: CALLAO;South
1417;Yes;1878;2;9;5.1;-75.5;;;;COLOMBIA: MANIZALES;West
1418;;1878;2;11;-19;168.5;;;;VANUATU ISLANDS;West
1419;Yes;1878;2;14;-36.8;-73;;0.8;;CHILE: CENTRAL;North
1420;Yes;1878;3;12;-20.2;-70.1;;;;CHILE: NORTHERN;North
1421;Yes;1878;3;22;20.3;-103.4;;;;MEXICO: JALISCO;South
1422;;1878;4;12;10.3;-66.8;;;;VENEZUELA: CUA, CHARALLAVE, SAN DIEGO;West
1423;;1878;4;12;-20.2;-70.1;13;5.9;400;CHILE: NORTHERN;West
1424;Yes;1878;4;19;40.8;29;;;;TURKEY: IZMIT, ESME, LABINIA;South
1425;Yes;1878;4;29;10.7;-66.5;;6.7;40;VENEZUELA: OCUMARE DEL TUY;East
1426;;1878;5;21;34.1;-117.3;;;;MEXICO: BAJA CALIFORNIA;North
1427;;1878;6;12;-23.7;-70.4;;4.3;;CHILE: NORTHERN;East
1428;Yes;1878;8;7;27.7;100.8;;;;CHINA: YUNNAN PROVINCE;North
1429;;1878;8;29;53.6;-166.4;;5.5;70;ALASKA: EAST ALEUTIAN ISLANDS;West
1430;Yes;1878;8;;-19;168.5;;;;VANUATU ISLANDS;South
1431;Yes;1878;9;16;6.9;125.1;;;;PHILIPPINES: NEAR MOUNT APO;North
1432;;1878;10;2;13.5;-88.4;;;;EL SALVADOR: JUCUAPA;North
1433;;1878;11;8;46.2;16.8;;;;BALKANS NW: CROATIA;East
1434;;1879;2;11;6.5;-3.3;;;;COTE D'IVOIRE: ABIDJAN;North
1435;;1879;3;7;9.5;-67.2;;5.7;;VENEZUELA: CURIEPE,SAN JUAN DE LOS MORRO;North
1436;;1879;3;22;37.8;47.9;;;;IRAN: BOZQUSH, ARDABIL, GAMRUD, TARK, MANAN;West
1437;;1879;4;2;37.5;57.4;;6.7;2000;IRAN: BOJNURD;West
1438;;1879;6;30;9.8;125.5;15;6.7;700;PHILIPPINES: NW MINDANAO: SURIGAO;East
1439;;1879;7;1;33.2;104.7;;;;CHINA: GANSU PROVINCE;East
1440;;1879;7;11;29;33;;0.8;22000;EGYPT: GULF OF SUEZ;South
1441;Yes;1879;7;17;37.5;15;;5.9;;ITALY;East
1442;;1879;8;10;34.227;-118.433;;;10;CALIFORNIA: SAN FERNANDO;West
1443;Yes;1879;12;;13.4;-89.1;;;;EL SALVADOR: SAN SALVADOR,SOYAPANGO,ILOPANGO;South
1444;;1880;1;23;22.4;-83;;;;CUBA: SAN CRISTOBAL,CANDELARIA;South
1445;;1880;3;28;42;35.2;;;;TURKEY: HELEDDI;East
1446;;1880;6;22;33;104.6;;5.5;;CHINA: GANSU PROVINCE: WENXIAN;West
1447;;1880;6;29;38.6;27.1;;5.5;8;TURKEY;South
1448;;1880;7;14;15;121.5;;;;PHILIPPINES: LUZON: E;West
1449;;1880;7;18;16;121.85;;;;PHILIPPINES: S COAST LUZON: PASIG RIVER,PAMPANGA;South
1450;Yes;1880;7;20;15;121.5;100;7.5;20;PHILIPPINES: SW OF LAKE BAY, MANILA;East
1451;;1880;7;22;38.1;27.8;;;;TURKEY: IZMIR;South
1452;;1880;7;29;38.6;27.1;;6.1;;TURKEY;West
1453;;1880;8;15;-31.62;-71.18;;6.7;30;CHILE: ILLAPEL;East
1454;Yes;1880;8;;27.1;54.2;;7.7;2;IRAN: BASTAK, JONAH;North
1455;;1880;9;8;-38.85;178.85;;;120;GISBORNE;South
1456;Yes;1880;9;29;55.8;-155.6;12;0.7;;ALASKA PENINSULA;South
1457;Yes;1880;10;26;57;-136;;;;ALASKA: SOUTHEASTERN;North
1458;Yes;1880;11;9;45.9;16.1;;0.7;;BALKANS NW: CROATIA;West
1459;;1880;11;;36.7;137.3;;;;TOYAMA PREF., JAPAN;South
1460;Yes;1880;12;18;;;;;;ARMENIA;East
1461;;1880;;;36.1;46.2;;;;IRAN: SAQQEZ;West
1462;;1881;2;18;24.5;120.7;;;;TAIWAN: S of XINZHU;East
1463;;1881;3;4;40.7;13.9;;5.5;11;ITALY: ISCHIA ISLAND;North
1464;;1881;4;3;;;;;121;GREECE: KHIOS;West
1465;Yes;1881;4;11;38.2;26.2;;7.3;7866;GREECE: KHIOS;East
1466;Yes;1881;4;29;11.5;-86.3;;;;NICARAGUA: SAN JUAN DEL SUR,CHINANDEGA,MANAGUA;East
1467;;1881;6;7;38.5;43.3;;;;TURKEY: VAN,NEMRUT;West
1468;;1881;6;9;11;-84;;;95;COSTA RICA: SAN JOSE;South
1469;;1881;7;12;-16;179;;;;FIJI ISLANDS;South
1470;Yes;1881;7;14;-20.2;-70.1;;;;CHILE: NORTHERN;East
1471;Yes;1881;7;20;33.6;104.6;;;;CHINA: GANSU PROVINCE;East
1472;;1881;8;12;17.97;-76.8;;6.5;480;JAMAICA: KINGSTON;West
1473;Yes;1881;8;26;38.4;26.1;;;;GREECE: AEGEAN SEA;West
1474;;1881;8;28;38.3;44.6;;;;IRAN: KHVOY (KHOY);East
1475;;1881;9;1;16.5;121.1;;;;PHILIPPINES: NUEVA VIZCAYA,BAYOMBONG;North
1476;;1881;9;25;25;121.5;;;;TAIWAN;South
1477;;1881;9;28;40.6;33.6;;5.5;;TURKEY;West
1478;;1881;9;30;16.2;121.2;;6.1;12;PHILIPPINES: NUEVA VIZCAYA;South
1479;;1881;10;25;43.3;147.3;;;;JAPAN: HOKKAIDO ISLAND;West
1480;Yes;1881;10;27;-19.6;-70.2;;0.7;;CHILE: NORTHERN;South
1481;Yes;1881;11;24;;;;;;TONGA ISLANDS;North
1482;Yes;1881;12;31;8.52;92.43;;;;INDIA: ANDAMAN I,NICOBAR I;West
1483;Yes;1882;1;;8.567;81.233;;7.9;;SRI LANKA: TRINCOMALEE;West
1484;Yes;1882;2;23;-33.58;-71.63;;;;CHILE: NORTHERN;North
1485;Yes;1882;7;17;46;14.2;;;;BALKANS NW: SLOVENIA: LJUBLJANA: W;South
1486;;1882;7;19;17.5;-98.3;12;4.8;;MEXICO: PUEBLA,HUAHUAPAN,HUAMUXTITLAN,XALPATLAHUAC;South
1487;;1882;9;2;40.9;14.4;;;7;ITALY;East
1488;;1882;9;7;10;-79;;;11;PANAMA: SAN BLAS ARCHIPELAGO;South
1489;Yes;1882;9;14;-19.6;-70.2;;8.3;;CHILE: PISAGUA;South
1490;Yes;1882;10;10;-4.5;129.9;;;;INDONESIA: BANDANEIRA;South
1491;Yes;1882;12;2;38.1;115.5;;7.5;;CHINA: HEBEI PROVINCE;North
1492;;1882;12;9;23.8;120.5;;5.8;11;TAIWAN: ZHANGHUA;East
1493;Yes;1883;3;9;7.4;-76.9;;6.3;8;COLOMBIA: ANTIOQUIA, YARUMAL;North
1494;;1883;5;3;38.1;46.3;;0.6;;IRAN: TABRIZ;East
1495;;1883;6;23;37.9;112.5;;6.2;;CHINA: SHANXI PROVINCE;North
1496;;1883;7;28;40.7;13.9;;5.5;;ITALY: ISCHIA IS: CASAMICCIOLA, FORINO, LACCO AMENO;South
1497;;1883;10;15;38.3;26.2;;;2313;TURKEY: AYVALIK, IZMIR, CESME;South
1498;;1883;10;16;27.5;52.3;;7.3;15000;IRAN: KANGAN,TAHERI (TAHIRI);South
1499;;1884;1;;-16;179;;5.8;;FIJI: MACUATA;South
1500;Yes;1884;1;;23.5;120.4;;;;TAIWAN: JIAYI;South
1501;;1884;5;19;26.81;55.91;;5.3;;IRAN: QESHM I,BANDAR-E-LAFT,SAHELI,TONBAN,DIRESTAN;South
1502;;1884;7;20;15.7;39.6;;;238;ERITREA: MASSAWA, MUNCULLO;West
1503;Yes;1884;8;10;40.6;-73.75;;6.2;;NEW YORK: ROCKAWAY BEACH, NEAR NEW YORK CITY;West
1504;Yes;1884;11;5;7.5;-79;;5.5;;PANAMA: AQUADAS [AGUADULCE], PACORA;West
